placekey,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,distance_from_home,normalized_visits_by_state_scaling,date_range_start,date_range_end,median_dwell,bucketed_dwell_times
253-222@62j-sk3-66k,78.0,64.0,"[16, 8, 9, 11, 14, 11, 9]","[0,0,0,0,0,0,1,8,8,8,10,10,13,10,12,9,9,7,5,1,2,0,0,0]",250173540001,"{""250173540002"":5,""360290146041"":5,""250173539003"":4,""250250007032"":4,""250173578003"":4,""250173364013"":4,""250214212002"":4,""250250008031"":4,""250173549003"":4}","{""250173572004"":7,""250173540002"":6,""250173575002"":5,""250173536003"":4,""250173546003"":4,""340350528001"":4,""360290146041"":4,""170898501052"":4,""250173529001"":4,""250173546004"":4}",3295.0,1739.9621783068906,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,13.0,"{""<5"":2,""5-10"":31,""11-20"":13,""21-60"":21,""61-120"":9,""121-240"":2,"">240"":0}"
22d-222@62j-sjv-9zz,11.0,11.0,"[1, 1, 1, 0, 3, 4, 1]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,1,1,3,2,3,1,1]",250173541004,"{""250173531011"":5,""250173512042"":4,""360594152022"":4}","{""250251010012"":4}",10911.0,245.37928155609995,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,15.0,"{""<5"":0,""5-10"":5,""11-20"":2,""21-60"":2,""61-120"":1,""121-240"":0,"">240"":1}"
26n-225@62j-sjv-j7q,33.0,25.0,"[3, 1, 2, 5, 7, 9, 6]","[1,2,3,2,2,2,2,3,2,3,3,4,5,4,4,4,3,2,2,2,11,12,13,10]",250173538003,"{""250173538003"":5,""420171046011"":4}","{""250173541002"":4,""250250917001"":4,""250173536004"":4,""250173538003"":4}",1657.0,736.1378446682997,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,67.0,"{""<5"":1,""5-10"":6,""11-20"":3,""21-60"":4,""61-120"":8,""121-240"":8,"">240"":3}"
22c-222@62j-sk3-9vf,89.0,39.0,"[10, 14, 12, 12, 6, 14, 21]","[15,15,13,13,13,13,13,17,14,12,16,19,19,21,14,11,10,8,7,10,11,15,13,18]",250173502001,"{""250173513001"":5,""250251605013"":4,""250173143013"":4,""250173503001"":4,""250173399003"":4,""250173701014"":4,""250251701007"":4,""230050029005"":4}","{""250092021021"":5,""250173143013"":4,""250092084004"":4,""250173399003"":4,""250250810011"":4,""250173514032"":4,""250173391004"":4,""250173399001"":4,""250056171022"":4,""250173396006"":4}",5474.0,1985.3414598629904,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,41.0,"{""<5"":1,""5-10"":25,""11-20"":9,""21-60"":19,""61-120"":10,""121-240"":8,"">240"":17}"
242-222@62j-sj2-jjv,10.0,5.0,"[1, 1, 0, 4, 3, 0, 1]","[2,2,2,1,1,1,1,1,2,2,2,4,1,0,1,0,1,0,0,0,1,1,2,2]",250173538004,"{""250092105002"":4}","{""330150034004"":4,""270530077002"":4}",61216.0,223.07207414190898,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,15.5,"{""<5"":0,""5-10"":4,""11-20"":2,""21-60"":1,""61-120"":1,""121-240"":0,"">240"":2}"
zzy-222@62j-sjv-k2k,398.0,255.0,"[26, 24, 29, 36, 59, 2, 22]","[22,16,5,5,4,5,5,30,36,44,46,53,69,73,80,56,47,38,36,31,35,35,23,20]",250173539002,"{""250173539001"":24,""250173539003"":21,""250173540002"":13,""250173537003"":7,""250173533002"":4,""120990074072"":4,""060014271003"":4,""250251203014"":4,""250235611002"":4,""250173510006"":4,""120570062002"":4,""250173537005"":4,""250173538001"":4,""250173529001"":4,""130591504002"":4,""250173539002"":4,""330099616011"":4,""250173541004"":4,""261251580004"":4,""250173529002"":4,""250250005044"":4,""250173324002"":4,""481130076052"":4,""250173537004"":4,""060750211001"":4,""250250104052"":4,""481390607021"":4,""260810123002"":4,""250173531023"":4,""360470092002"":4,""410510003021"":4,""250173563003"":4,""390351048001"":4,""390410114302"":4,""250173531022"":4,""250092176005"":4,""301110018042"":4,""420171051001"":4,""360610065005"":4,""360550094004"":4,""361119535002"":4,""250235105021"":4}","{""250173539001"":23,""250173539003"":18,""250173537003"":8,""481130005002"":6,""250173540002"":6,""250173537005"":6,""340258012001"":5,""420293113002"":4,""410510003021"":4,""471050605012"":4,""100030119001"":4,""481130076052"":4,""250092072001"":4,""250173395001"":4,""090010906001"":4,""250173535001"":4,""250250107011"":4,""250251010011"":4,""390490011222"":4,""250173531022"":4,""440050413001"":4,""360550094004"":4,""250173537004"":4,""040138127001"":4,""250173385003"":4,""250250103002"":4,""250214042023"":4,""250250105001"":4,""250173531023"":4,""260810126064"":4,""250250008025"":4,""120570039002"":4,""120570054014"":4,""250250001001"":4,""250173540003"":4,""090010436001"":4,""250250004014"":4,""250173585001"":4,""390490065003"":4,""261390245002"":4,""250173506003"":4,""131210116181"":4,""250056551002"":4,""484910203201"":4,""250214152001"":4,""250173704001"":4,""250173538001"":4,""481390607021"":4,""250173541004"":4}",6462.0,8878.268550847979,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,31.0,"{""<5"":6,""5-10"":69,""11-20"":72,""21-60"":139,""61-120"":63,""121-240"":30,"">240"":19}"
227-222@62j-sj2-sdv,1.0,1.0,"[0, 0, 0, 0, 0, 0, 1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0]",250173531012,{},"{""250173418001"":4}",,22.30720741419091,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,140.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":0}"
236-222@62j-sj2-hnq,130.0,40.0,"[14, 16, 18, 19, 28, 23, 12]","[20,21,21,21,21,21,21,28,56,58,55,52,49,52,38,44,44,42,23,19,19,17,17,19]",250173530004,"{""250173529002"":4,""250092104002"":4,""250173512032"":4,""250173222002"":4,""250173512031"":4,""250092541005"":4,""250173525002"":4,""060730083371"":4,""250214002003"":4}","{""250173529002"":5,""330150034004"":4,""250173535002"":4,""250173544001"":4,""250173512031"":4}",4004.0,2899.936963844817,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,157.0,"{""<5"":3,""5-10"":20,""11-20"":6,""21-60"":16,""61-120"":13,""121-240"":13,"">240"":59}"
22d-222@62j-sjs-vpv,4.0,4.0,"[0, 0, 2, 1, 0, 1, 0]","[1,1,1,1,1,1,1,1,1,1,0,0,1,3,3,3,3,3,2,1,0,0,0,0]",250173548001,"{""250214561011"":4}",{},,89.22882965676361,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,332.5,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":4}"
22r-222@62j-sj2-sdv,1.0,1.0,"[1, 0, 0, 0, 0, 0, 0]","[1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]",250173531012,{},{},,22.30720741419091,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,119.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":1,""121-240"":0,"">240"":0}"
226-224@62j-sjv-bp9,31.0,15.0,"[5, 7, 6, 3, 5, 3, 2]","[2,0,0,0,0,0,0,0,3,6,9,10,11,13,13,10,7,6,4,2,7,7,7,7]",250173536005,"{""250173540002"":4,""250173394001"":4,""250173539003"":4}","{""250173546001"":4,""250173537004"":4,""250173540002"":4}",1276.0,691.5234298399181,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,197.0,"{""<5"":2,""5-10"":6,""11-20"":3,""21-60"":1,""61-120"":0,""121-240"":10,"">240"":9}"
25x-223@62j-sjv-8jv,31.0,26.0,"[3, 5, 6, 3, 5, 8, 1]","[10,10,6,5,5,5,7,8,6,4,5,3,3,3,2,4,5,4,3,2,7,10,9,12]",250173537004,"{""250173539003"":6,""250056138003"":4,""250251404001"":4,""250251103011"":4,""250173539001"":4}","{""250173539003"":5,""250173539001"":4,""250173537004"":4,""250251404001"":4}",1418.0,691.5234298399181,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,20.0,"{""<5"":2,""5-10"":12,""11-20"":2,""21-60"":1,""61-120"":1,""121-240"":6,"">240"":7}"
22t-222@62j-sjv-hyv,57.0,30.0,"[8, 6, 6, 2, 15, 9, 11]","[12,11,8,8,9,11,11,11,12,12,9,8,9,9,8,4,6,8,10,5,8,7,9,12]",250173539001,"{""250173539003"":6,""250173539001"":5,""480291817151"":5,""250251010023"":4}","{""250173539001"":5,""250173540002"":5,""480291817151"":4,""250173537003"":4,""250173535002"":4,""484530017572"":4,""250173583001"":4,""250173539003"":4}",633.0,1271.5108226088814,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,59.0,"{""<5"":0,""5-10"":6,""11-20"":10,""21-60"":13,""61-120"":9,""121-240"":8,"">240"":11}"
222-222@62j-sj8-q75,167.0,61.0,"[28, 15, 26, 27, 34, 27, 10]","[1,0,2,0,0,1,5,16,22,21,30,23,26,27,21,22,19,18,10,4,2,0,2,0]",250173515001,"{""250173513003"":11,""250214561011"":4,""250173702024"":4,""250173521022"":4,""440070177003"":4,""330150034004"":4,""250250509012"":4,""250173514041"":4,""371910001022"":4,""250251401024"":4,""250251605015"":4}","{""250250406001"":5,""250250103002"":4,""250173501041"":4,""250173423002"":4,""250173511003"":4,""440070135001"":4,""250173501044"":4,""250250509012"":4,""250173513003"":4,""250251605021"":4,""250214197002"":4,""250010129001"":4,""250173501043"":4,""250251401024"":4}",7549.0,3725.303638169881,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,12.0,"{""<5"":0,""5-10"":74,""11-20"":31,""21-60"":36,""61-120"":16,""121-240"":8,"">240"":2}"
zzy-222@62j-sj9-6zf,9.0,9.0,"[0, 1, 1, 1, 1, 4, 1]","[0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3,2,1,2,1,2,1,1,1]",250173501031,"{""250173507002"":4,""040130610293"":4}","{""250250107021"":9,""250251606025"":4}",8795.0,200.76486672771813,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,15.0,"{""<5"":0,""5-10"":2,""11-20"":4,""21-60"":1,""61-120"":0,""121-240"":1,"">240"":1}"
224-222@62j-sk3-n3q,2.0,2.0,"[1, 0, 1, 0, 0, 0, 0]","[0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0]",250173509001,"{""250235241021"":4}",{},,44.61441482838182,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,137.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":1}"
25y-224@62j-sjv-9fz,6.0,1.0,"[1, 0, 3, 1, 1, 0, 0]","[0,0,0,0,0,0,0,4,6,6,6,6,6,6,6,6,6,4,0,0,0,0,0,0]",250173541004,{},{},,133.84324448514542,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,546.5,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":6}"
223-222@62j-sk3-66k,19.0,14.0,"[2, 1, 2, 1, 5, 5, 3]","[6,6,6,6,6,6,6,6,6,5,5,5,4,5,2,6,4,1,0,1,6,7,7,7]",250173545001,"{""250173361004"":4,""250173536004"":4,""250214227002"":4,""250173703004"":4}","{""250173412001"":7,""250173331003"":4,""250173361004"":4}",9924.0,423.83694086962714,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,10.0,"{""<5"":0,""5-10"":11,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":7}"
22d-222@62j-sj2-x3q,4.0,4.0,"[0, 0, 0, 1, 1, 1, 1]","[0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,1,0,0,0,0,0,0,0]",250173527001,"{""250173602002"":4}","{""250250805002"":4}",,89.22882965676361,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,13.0,"{""<5"":0,""5-10"":2,""11-20"":1,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":1}"
zzw-223@62j-sj2-6ff,152.0,55.0,"[21, 22, 26, 25, 31, 15, 12]","[19,17,18,18,18,19,21,34,43,48,52,45,38,34,26,40,36,39,24,16,10,13,16,19]",250173525002,"{""250173530004"":5,""250173533001"":4,""090034101022"":4,""250214175011"":4,""250173549002"":4,""250173164003"":4,""250173528002"":4,""250173524002"":4,""250173546004"":4,""250173525001"":4}","{""250173525001"":5,""250251707023"":5,""250173151002"":4,""250173534002"":4,""250173530004"":4,""250173524002"":4,""250173525002"":4,""250173522001"":4,""250173164003"":4,""250173546001"":4,""250173528002"":4,""250173526001"":4,""250235212012"":4,""250173549002"":4}",4471.0,3390.695526957017,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,102.5,"{""<5"":4,""5-10"":28,""11-20"":13,""21-60"":22,""61-120"":19,""121-240"":32,"">240"":34}"
23h-222@62j-sj2-y9z,356.0,108.0,"[31, 48, 20, 38, 64, 88, 67]","[121,129,135,132,131,128,127,120,110,99,73,48,38,44,44,48,53,57,60,64,83,96,111,111]",250173522001,"{""250173371012"":5,""250173522001"":4,""260992238002"":4,""080310043014"":4,""250173521022"":4,""250173515002"":4,""170310401003"":4,""170978646021"":4,""120860067023"":4,""340057005031"":4,""340170023002"":4,""410030106002"":4,""250056312002"":4,""340258105032"":4,""480850305132"":4,""270530208041"":4,""340057005012"":4,""250173421011"":4,""250173523001"":4,""483810216083"":4,""330019658004"":4,""250173165001"":4,""360610066009"":4,""360710136001"":4,""340076043001"":4,""360595197032"":4,""230310252025"":4,""481576740002"":4,""420454101001"":4}","{""510872001073"":6,""483810216083"":5,""360710136001"":5,""250173502004"":5,""250173521022"":5,""410030106002"":4,""420770014021"":4,""421010383001"":4,""170978662001"":4,""480850305132"":4,""250173521011"":4,""170310401003"":4,""371350109011"":4,""230050173032"":4,""420454101001"":4,""250173507002"":4,""250173419021"":4,""360610039001"":4,""170978646021"":4,""361031582031"":4,""250092532041"":4,""470650114022"":4}",289299.0,7941.365839451961,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,117.5,"{""<5"":4,""5-10"":30,""11-20"":25,""21-60"":75,""61-120"":47,""121-240"":32,"">240"":143}"
22d-222@62j-sj2-6tv,185.0,108.0,"[20, 29, 16, 28, 34, 27, 31]","[24,22,17,20,17,18,25,24,28,24,22,20,22,19,22,30,25,28,38,39,25,30,31,23]",250173528002,"{""250173528002"":16,""250173526002"":8,""250250916001"":5,""250251705011"":5,""250173538004"":4,""250251606011"":4,""250173529002"":4,""250173831022"":4,""250173524002"":4,""250235202021"":4,""250173531012"":4,""250173526001"":4,""250173418006"":4,""250173851001"":4,""250173512033"":4,""330130030061"":4,""250173530004"":4,""250173540003"":4,""250173527003"":4,""250251701007"":4}","{""250173528002"":15,""250173521012"":6,""250173397001"":4,""250251705011"":4,""250173661005"":4,""250250911003"":4,""250173530004"":4,""250173543001"":4,""250173426003"":4,""250251606011"":4,""250173851001"":4,""250251701001"":4,""250173526002"":4,""060610213094"":4,""250277304013"":4,""250173523002"":4}",2656.0,4126.833371625316,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,23.0,"{""<5"":2,""5-10"":53,""11-20"":25,""21-60"":44,""61-120"":22,""121-240"":10,"">240"":29}"
zzy-222@62j-sk2-54v,43.0,25.0,"[4, 7, 6, 5, 7, 6, 8]","[5,5,5,5,5,6,6,9,9,11,5,4,7,10,6,2,2,3,4,3,7,8,8,8]",250173507001,"{""250173506004"":5,""250173418003"":5,""250173507004"":4,""250173563001"":4,""250173154032"":4}","{""250173506004"":4,""250173507003"":4,""250235022001"":4,""250251605012"":4,""250173572001"":4}",5906.0,959.2099188102087,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,10.0,"{""<5"":5,""5-10"":19,""11-20"":2,""21-60"":2,""61-120"":2,""121-240"":7,"">240"":6}"
22y-222@62j-sj8-4jv,4.0,3.0,"[0, 0, 2, 0, 2, 0, 0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,0,0,0]",250173501043,{},"{""250173514032"":4}",,89.22882965676361,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,100.5,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":3,""121-240"":1,"">240"":0}"
23d-223@62j-sk2-zvf,154.0,101.0,"[13, 8, 14, 12, 37, 36, 34]","[20,21,21,21,21,22,23,22,22,18,19,26,34,22,19,19,17,22,32,30,30,35,27,20]",250173536002,"{""250173536005"":12,""250173362002"":6,""250173548002"":4,""250173539001"":4,""480291817151"":4,""250277105001"":4,""250173271033"":4,""250173611003"":4,""250251203014"":4,""250173587001"":4,""250173509002"":4,""250173584003"":4,""090076401005"":4,""120970408021"":4,""360595177011"":4,""250173536003"":4,""250173541003"":4,""250173536002"":4,""250173395002"":4,""250173313002"":4,""250173540002"":4,""330151061013"":4}","{""250173536005"":10,""120570072002"":4,""510131016011"":4,""360595177011"":4,""250173540002"":4,""250173313002"":4,""320030058501"":4,""250173536002"":4,""250173541003"":4,""250250408013"":4,""360290073025"":4,""250173587001"":4,""250173584003"":4,""250250401001"":4,""090158301004"":4,""250173271033"":4,""250214035001"":4,""090076401005"":4,""230050037022"":4,""250173536003"":4,""250173611003"":4}",6276.0,3435.309941785399,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,57.0,"{""<5"":4,""5-10"":21,""11-20"":20,""21-60"":37,""61-120"":42,""121-240"":8,"">240"":22}"
zzw-224@62j-sj9-7dv,517.0,321.0,"[51, 68, 61, 62, 76, 7, 92]","[28,27,27,27,26,27,42,56,99,115,117,120,128,128,121,121,108,83,88,66,39,42,38,34]",250173501031,"{""250173419025"":7,""250251701007"":6,""250251606022"":5,""250173515001"":5,""330151061013"":5,""250214181011"":4,""330151011002"":4,""250173372022"":4,""250250917001"":4,""250173400002"":4,""060590756045"":4,""090035202023"":4,""250173398021"":4,""250173423003"":4,""250173502002"":4,""250173411022"":4,""250173514044"":4,""250173501041"":4,""250214195002"":4,""250173391004"":4,""250092608002"":4,""250173331003"":4,""420171009001"":4,""250173425001"":4,""250173363006"":4,""250173313003"":4,""250173501031"":4,""250277373004"":4,""250250805001"":4,""330150035001"":4,""250250511012"":4,""250173513001"":4,""250173155003"":4,""250173502001"":4,""040190047162"":4,""250092065001"":4,""250251705021"":4,""340030232005"":4,""250092055002"":4,""330130442002"":4,""250092051003"":4,""090035204003"":4,""250173401004"":4,""360610063004"":4,""250250817002"":4,""250214172003"":4,""330151001003"":4,""360630239011"":4,""484391054043"":4,""250173521022"":4,""250251701004"":4,""150030080011"":4,""250173394001"":4,""250251207002"":4,""250092092002"":4,""250250907003"":4,""250092066002"":4,""250250104042"":4,""250173521012"":4,""250250403002"":4,""250173401005"":4,""250173514031"":4,""250173398011"":4}","{""250173501031"":7,""250173341001"":6,""250173411011"":6,""250214035003"":5,""120950171032"":5,""250173524002"":5,""250173313003"":4,""250250203011"":4,""471410002001"":4,""250173417002"":4,""250173514031"":4,""250173413002"":4,""250250507002"":4,""330110111011"":4,""250173391004"":4,""330151002004"":4,""250250511012"":4,""250250303003"":4,""250251704002"":4,""250251705021"":4,""250173302001"":4,""250173143013"":4,""484391054043"":4,""250173372022"":4,""250277373004"":4,""250173419025"":4,""250214212003"":4,""240037502021"":4,""250250917001"":4,""250173322004"":4,""250173417005"":4,""250173672003"":4,""250173514044"":4,""250173501041"":4,""250250921013"":4,""250251701004"":4,""420171009001"":4,""250173394001"":4,""250173423003"":4,""250235307002"":4,""250092092002"":4,""250251708003"":4,""090034601001"":4,""250251801011"":4,""250173363006"":4,""250173513001"":4,""011170303031"":4,""060590756045"":4,""250173539003"":4,""250173398021"":4,""250250007011"":4,""250251701005"":4,""250173311012"":4,""250173413001"":4,""060372770003"":4,""250250104052"":4,""250251206001"":4,""250173425001"":4,""250173521022"":4,""250173398011"":4,""250250901003"":4,""250173523002"":4,""250173566012"":4,""250250606001"":4,""250250711013"":4,""250173418002"":4}",10299.0,11532.826233136697,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,36.0,"{""<5"":19,""5-10"":139,""11-20"":58,""21-60"":85,""61-120"":55,""121-240"":43,"">240"":118}"
zzw-222@62j-sj3-8y9,203.0,127.0,"[29, 22, 14, 30, 38, 35, 35]","[1,0,0,0,2,4,10,4,16,23,23,31,23,19,11,26,25,26,21,14,5,5,6,3]",250173512034,"{""250173398023"":9,""250173528002"":5,""250173512043"":5,""250173526002"":4,""250173502001"":4,""440070156003"":4,""250173510002"":4,""250277302002"":4,""330110108003"":4,""250173540002"":4,""250173536001"":4,""250214101002"":4,""330150034004"":4,""250173501042"":4,""250173514043"":4,""250173525002"":4,""360810639002"":4,""250173527002"":4,""250173521022"":4,""250173747001"":4,""250173512031"":4,""250250709002"":4,""250173502003"":4,""250173414004"":4,""250056505003"":4,""090012053003"":4,""270030502261"":4}","{""250173502001"":5,""250173531011"":5,""250173528002"":4,""250173532001"":4,""250173536001"":4,""250173537002"":4,""240399301011"":4,""250173527002"":4,""250173501031"":4,""250214177013"":4,""250173512032"":4,""060730154032"":4,""250173526002"":4,""250173501042"":4,""080050068571"":4,""250173423003"":4,""330110121002"":4,""250173662011"":4,""250173525002"":4,""250173512031"":4,""250250709002"":4,""250173512033"":4,""250173512043"":4,""250173572003"":4,""250173533001"":4}",2377.0,4528.3631050807535,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,14.0,"{""<5"":5,""5-10"":76,""11-20"":53,""21-60"":53,""61-120"":7,""121-240"":5,"">240"":4}"
28p-223@62j-sj2-p7q,82.0,57.0,"[14, 6, 9, 5, 25, 15, 8]","[10,9,8,8,8,9,9,10,12,12,16,16,11,9,12,15,20,20,15,12,11,10,9,12]",250173530003,"{""250173530003"":10,""250173549002"":4,""250173547002"":4,""250056112012"":4,""250250505001"":4,""250173531022"":4,""250251006031"":4,""340230052001"":4,""250173419026"":4,""250173539001"":4,""250235105031"":4,""250173530001"":4,""250250924005"":4}","{""250173524002"":9,""250251002003"":5,""250250406001"":4,""250173423002"":4,""250173540002"":4,""250250911003"":4,""250173689011"":4,""250173530003"":4,""250250805002"":4,""250173563005"":4}",6579.0,1829.1910079636536,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,26.5,"{""<5"":3,""5-10"":15,""11-20"":15,""21-60"":17,""61-120"":12,""121-240"":5,"">240"":15}"
