placekey,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,distance_from_home,normalized_visits_by_state_scaling,date_range_start,date_range_end,median_dwell,bucketed_dwell_times
zzw-224@62j-sj9-789,111.0,99.0,"[16, 10, 8, 12, 16, 36, 13]","[3,3,2,2,1,1,1,1,2,2,2,10,10,13,15,21,23,35,33,22,5,7,7,4]",250173501031,"{""250214192001"":5,""250173416004"":4,""250250808012"":4,""250250507003"":4,""250173161021"":4,""250173514032"":4,""250173401002"":4,""250173331003"":4,""191530107021"":4,""330099616011"":4,""250214176022"":4,""250173373004"":4,""250092081012"":4,""250173512042"":4,""530530729053"":4,""250251704002"":4,""250250108022"":4,""390299517002"":4,""250250912002"":4,""250173502006"":4,""250214201003"":4,""250092532032"":4,""250173271021"":4,""250092021022"":4}","{""250173161021"":5,""250173331003"":4,""250173373004"":4,""390299517002"":4,""250173672006"":4,""250214035001"":4,""250235011011"":4,""250250408013"":4,""250250303003"":4,""250092083004"":4,""250173514031"":4,""250173564008"":4,""250173502006"":4,""250250809002"":4,""250173424001"":4,""090091504003"":4,""250173501031"":4,""390299503003"":4}",11773.0,2476.1000229751903,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,36.0,"{""<5"":0,""5-10"":19,""11-20"":23,""21-60"":33,""61-120"":25,""121-240"":10,"">240"":1}"
22s-222@62j-sjs-zs5,2.0,2.0,"[0, 0, 0, 1, 1, 0, 0]","[0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]",250173544002,"{""250173581002"":4}",{},,44.61441482838182,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,46.0,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":1,""121-240"":0,"">240"":0}"
22k-222@62j-sj9-6zf,13.0,13.0,"[2, 3, 1, 1, 3, 2, 1]","[0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,2,4,1,2,3,2,1]",250173501031,"{""250173413002"":4,""250173513003"":4}","{""250250408013"":4,""250173416005"":4}",3684.0,289.9936963844817,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,22.0,"{""<5"":0,""5-10"":2,""11-20"":4,""21-60"":5,""61-120"":0,""121-240"":1,"">240"":1}"
zzy-223@62j-sj2-x89,50.0,30.0,"[3, 2, 14, 5, 8, 7, 11]","[1,0,0,0,0,2,4,4,6,10,12,11,6,1,3,4,4,4,4,6,2,5,5,4]",250173527001,"{""250092067001"":6,""250092092003"":4,""330112001001"":4,""250277331022"":4}","{""250250712011"":4,""361190024032"":4,""250173561003"":4,""250173521011"":4}",7842.0,1115.3603707095454,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,48.0,"{""<5"":0,""5-10"":8,""11-20"":5,""21-60"":19,""61-120"":10,""121-240"":8,"">240"":0}"
228-222@62j-sk3-ghq,129.0,65.0,"[17, 17, 26, 20, 26, 13, 10]","[9,3,1,0,0,2,4,4,7,14,24,26,28,27,30,32,34,27,25,20,10,10,17,16]",250173512042,"{""250173508001"":4,""250173512042"":4,""250173514032"":4,""250173861003"":4,""250277081001"":4,""250173567023"":4,""250173241012"":4,""250173501041"":4,""250173549003"":4,""250173511003"":4,""250173549002"":4,""330110103022"":4,""170318006001"":4,""250250509012"":4}","{""250251102011"":4,""250173565004"":4,""250173512042"":4,""250092517002"":4,""250173571002"":4}",6170.0,2877.629756430626,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,51.0,"{""<5"":0,""5-10"":21,""11-20"":12,""21-60"":36,""61-120"":29,""121-240"":12,"">240"":19}"
24y-222@62j-sj2-5mk,23.0,16.0,"[4, 3, 4, 5, 7, 0, 0]","[0,0,0,0,0,0,0,4,5,6,7,12,12,9,11,12,0,0,1,0,0,0,0,0]",250173530002,"{""250173423003"":5,""250173515002"":4,""250173501042"":4,""250173412005"":4}","{""250173413002"":4,""250173393002"":4,""250173501042"":4}",5739.0,513.0657705263908,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,79.0,"{""<5"":1,""5-10"":3,""11-20"":1,""21-60"":2,""61-120"":7,""121-240"":3,"">240"":6}"
227-222@62j-sj3-3nq,25.0,5.0,"[3, 4, 6, 3, 9, 0, 0]","[0,0,0,0,0,0,0,1,8,18,22,24,25,25,25,25,18,13,5,0,0,0,0,0]",250173524001,"{""250092543011"":4}","{""250173524001"":5,""250250103002"":4}",26573.0,557.6801853547727,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,441.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":25}"
zzw-224@62j-sj2-s3q,478.0,180.0,"[35, 24, 29, 37, 35, 54, 64]","[190,193,194,192,192,193,192,180,162,135,110,82,67,55,63,64,68,66,66,51,91,133,166,192]",250173531011,"{""484391054043"":5,""051430105031"":5,""110010043002"":5,""470650110021"":5,""060730170393"":4,""250092105001"":4,""131210101082"":4,""250173745002"":4,""450130009031"":4,""090010101014"":4,""550896602022"":4,""361190077001"":4,""250173531021"":4,""482012520001"":4,""361190071003"":4,""420293043003"":4,""120850016021"":4,""250250008031"":4,""420250201062"":4,""421190906001"":4,""280890302061"":4,""090010505003"":4,""132150103011"":4,""420950180023"":4,""250235021021"":4,""250173531011"":4,""011170306092"":4,""471650205012"":4,""420076007005"":4,""330150037031"":4,""200910534191"":4,""250092532051"":4,""291892154002"":4,""250251011022"":4,""361190069003"":4,""390410114112"":4,""484530017841"":4,""361031122061"":4,""090093434002"":4,""250173536005"":4,""530330221012"":4}","{""361190076002"":7,""190779501002"":7,""250251011022"":4,""530330326011"":4,""060375773003"":4,""010070100021"":4,""360050389003"":4,""250092532051"":4,""090093434002"":4,""440030201022"":4,""361190071003"":4,""250173531021"":4,""250173536005"":4,""280890302061"":4,""340230031012"":4,""361190069003"":4,""090010110001"":4,""090010729003"":4,""470650110021"":4,""250214564022"":4,""420950180023"":4,""011170306092"":4,""340030331001"":4,""250214044005"":4,""471650205012"":4,""450130009031"":4,""330151031003"":4,""250173652014"":4,""390490063102"":4,""420076007005"":4,""361031121022"":4,""250173531023"":4,""261635506001"":4,""361190073002"":4,""250173662012"":4,""131210035002"":4,""090010505001"":4,""060816023001"":4}",292116.0,10662.845143983252,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,158.5,"{""<5"":3,""5-10"":46,""11-20"":29,""21-60"":86,""61-120"":60,""121-240"":36,"">240"":218}"
24h-222@62j-sk2-tn5,2.0,1.0,"[1, 0, 0, 0, 0, 1, 0]","[1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",250173547001,{},{},,44.61441482838182,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,39.0,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":1,""121-240"":0,"">240"":0}"
259-222@62j-sj3-2zf,184.0,87.0,"[25, 27, 29, 37, 33, 22, 11]","[10,10,9,10,17,21,19,21,22,32,23,24,22,18,19,17,21,21,23,19,23,25,12,9]",250173523002,"{""250214011001"":5,""250214197002"":4,""250173521012"":4,""250173372012"":4,""250214431012"":4,""250173689013"":4,""250173212001"":4,""250173861003"":4,""250173382001"":4,""250214025002"":4,""250092084001"":4,""CA:24660761"":4}","{""250173523002"":8,""250173412006"":7,""250173531022"":4,""250214042013"":4,""250277304014"":4,""250173732004"":4,""391650319034"":4,""250250612001"":4,""250250504001"":4,""250235021021"":4,""250250702003"":4,""250214009001"":4}",10098.0,4104.526164211126,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,58.0,"{""<5"":1,""5-10"":21,""11-20"":13,""21-60"":61,""61-120"":57,""121-240"":20,"">240"":11}"
225-222@62j-sjz-3qz,24.0,9.0,"[5, 1, 2, 2, 4, 2, 8]","[17,22,23,23,23,23,23,23,23,22,18,10,6,3,2,0,0,0,0,0,3,8,11,15]",250173506001,"{""250173506001"":5}","{""250173506001"":4,""361190134004"":4}",81.0,535.3729779405817,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,663.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":23}"
zzy-222@62j-sjv-7yv,116.0,73.0,"[15, 14, 10, 16, 28, 13, 20]","[3,5,3,1,0,0,0,0,0,4,12,15,23,27,27,39,38,42,23,8,8,10,2,1]",250173537003,"{""250173537003"":17,""250173539003"":9,""250173539001"":6,""250173540002"":5,""250173537005"":5,""250173513002"":4,""360610065001"":4,""420370507004"":4}","{""250173537003"":17,""250173539003"":9,""250173537004"":4,""250173540002"":4,""360610065001"":4,""250173512032"":4,""250173549003"":4,""250173537005"":4,""CA:35211841"":4,""230050112021"":4}",417.0,2587.636060046145,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,71.0,"{""<5"":1,""5-10"":10,""11-20"":13,""21-60"":23,""61-120"":33,""121-240"":32,"">240"":4}"
225-222@62j-sjs-3yv,1.0,1.0,"[0, 0, 0, 1, 0, 0, 0]","[0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0]",250173546004,{},"{""250173172032"":4}",,22.30720741419091,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,42.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}"
224-223@62j-sk2-s3q,2.0,2.0,"[0, 1, 0, 1, 0, 0, 0]","[0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0]",250173512031,{},{},,44.61441482838182,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,268.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":1}"
23r-222@62j-sj8-gp9,2.0,1.0,"[0, 0, 0, 0, 2, 0, 0]","[0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",250173514034,{},{},,44.61441482838182,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,8.0,"{""<5"":0,""5-10"":2,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}"
242-222@62j-sj2-st9,49.0,24.0,"[7, 4, 7, 5, 11, 5, 10]","[9,10,11,11,11,11,11,12,11,12,13,10,8,9,6,4,6,5,10,9,9,11,11,10]",250173535001,"{""250173398022"":7,""250214401001"":4,""250173681022"":4,""250173549002"":4}","{""250092058001"":5,""250173539003"":4}",11099.0,1093.053163295354,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,73.0,"{""<5"":1,""5-10"":5,""11-20"":4,""21-60"":12,""61-120"":9,""121-240"":5,"">240"":13}"
zzw-224@62j-sgg-kvf,16.0,15.0,"[2, 2, 1, 1, 6, 1, 3]","[3,1,1,1,1,1,2,5,3,2,1,3,2,0,0,0,1,0,1,2,3,3,3,3]",250173534002,"{""340258105031"":4}","{""250173539002"":4,""250173534002"":4,""250173335012"":4,""250173523001"":4}",15785.0,356.91531862705443,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,14.5,"{""<5"":0,""5-10"":7,""11-20"":3,""21-60"":2,""61-120"":2,""121-240"":1,"">240"":1}"
226-222@62j-sjs-6x5,26.0,10.0,"[2, 6, 6, 5, 4, 2, 1]","[0,0,0,0,0,0,0,0,2,1,1,1,2,3,13,15,13,12,1,0,0,0,0,0]",250173544001,"{""250173839015"":4,""250173543003"":4,""250250909012"":4,""250173571004"":4}","{""250250909012"":4,""250173538001"":4}",3162.0,579.9873927689634,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,54.0,"{""<5"":0,""5-10"":5,""11-20"":3,""21-60"":6,""61-120"":1,""121-240"":11,"">240"":0}"
22k-222@62j-sj8-gtv,241.0,141.0,"[32, 24, 29, 35, 62, 39, 20]","[8,6,6,7,8,8,17,23,44,41,45,51,43,45,48,46,42,46,34,10,17,15,13,12]",250173514034,"{""250173512041"":4,""250173528002"":4,""250173173011"":4,""250173510001"":4,""250173397003"":4,""120570110081"":4,""340311248004"":4,""330150039012"":4,""481576731022"":4,""250235252031"":4,""250092081012"":4,""250173538004"":4,""250173572002"":4,""250173514034"":4,""250251705022"":4,""250173514031"":4,""250251301002"":4,""250250104051"":4,""250173501042"":4,""120970421001"":4,""440070138004"":4,""250173419026"":4,""250214561012"":4}","{""250173514034"":7,""250173502006"":4,""250173397001"":4,""250173414003"":4,""340311248004"":4,""250173513003"":4,""250173514031"":4,""271230408034"":4,""120970421001"":4,""250173501032"":4,""250250502002"":4,""250173398022"":4,""250251706011"":4,""250173513002"":4,""250214561011"":4,""250173549002"":4,""250214134021"":4,""440070138004"":4,""250173507002"":4}",4370.0,5376.036986820008,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,19.0,"{""<5"":15,""5-10"":90,""11-20"":21,""21-60"":46,""61-120"":20,""121-240"":17,"">240"":32}"
22y-222@62j-sjy-qmk,41.0,18.0,"[7, 4, 2, 5, 7, 2, 14]","[11,10,10,10,10,10,10,10,11,10,9,12,11,14,15,15,19,16,11,5,7,8,9,11]",250173543001,"{""250173103001"":4,""330151001001"":4}","{""250173527003"":4}",11243.0,914.5955039818268,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,81.0,"{""<5"":1,""5-10"":6,""11-20"":2,""21-60"":10,""61-120"":3,""121-240"":4,"">240"":15}"
22c-223@62j-shx-j9z,8.0,5.0,"[0, 1, 1, 0, 3, 1, 2]","[0,0,0,0,0,0,1,2,2,4,2,2,3,3,2,0,1,1,2,1,0,0,0,0]",250173521022,{},{},10614.0,178.45765931352722,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,37.5,"{""<5"":0,""5-10"":2,""11-20"":2,""21-60"":1,""61-120"":0,""121-240"":1,"">240"":2}"
zzy-223@62j-sk3-66k,8.0,8.0,"[1, 1, 0, 0, 3, 2, 1]","[0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,1,1,0,0,0,0]",250173540001,"{""250173335021"":4}",{},3077.0,178.45765931352722,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,10.5,"{""<5"":0,""5-10"":4,""11-20"":4,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}"
zzz-222@62j-sj2-w49,75.0,50.0,"[10, 8, 11, 10, 18, 12, 6]","[4,5,2,3,2,2,3,11,4,7,10,8,5,8,10,9,13,12,5,2,4,10,8,4]",250173522001,"{""250173523001"":4,""250092105003"":4,""250173399003"":4,""250173392006"":4,""350010022003"":4,""250173547002"":4,""250173521022"":4,""250173418002"":4,""250173548002"":4}","{""250173521022"":4,""250214001003"":4,""250214012002"":4,""250173524002"":4,""330110121003"":4,""250092611022"":4,""250173530004"":4,""250173515002"":4,""250092604022"":4,""250250702003"":4,""250235116006"":4,""250173522001"":4,""340350522011"":4}",3577.0,1673.0405560643176,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,20.0,"{""<5"":1,""5-10"":24,""11-20"":16,""21-60"":20,""61-120"":9,""121-240"":2,"">240"":3}"
22f-222@62j-sj2-qj9,8.0,7.0,"[0, 0, 2, 2, 1, 1, 2]","[0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,2,3,2,2,1,1,1,2]",250173535001,"{""250214143003"":4,""250173532001"":4,""131210010021"":4,""250173271021"":4}","{""131210010021"":4,""250173514042"":4,""250250806011"":4,""250214143003"":4}",16051.0,178.45765931352722,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,22.5,"{""<5"":0,""5-10"":2,""11-20"":0,""21-60"":3,""61-120"":0,""121-240"":3,"">240"":0}"
2k3-222@62j-sj2-jjv,65.0,27.0,"[5, 4, 6, 9, 12, 14, 15]","[0,0,0,0,0,0,0,17,31,43,44,43,41,35,32,21,12,2,1,1,1,2,1,0]",250173538004,"{""320030053492"":4,""271230406012"":4,""170311006003"":4,""181410113013"":4,""250173398014"":4,""250056140001"":4,""250214212002"":4}","{""420171046012"":4,""250173541002"":4,""250173531011"":4,""250173538004"":4,""250173735004"":4}",6984.0,1449.9684819224087,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,256.0,"{""<5"":0,""5-10"":5,""11-20"":2,""21-60"":14,""61-120"":10,""121-240"":1,"">240"":33}"
zzw-226@62j-sj2-t5f,6.0,1.0,"[1, 0, 1, 0, 4, 0, 0]","[0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0]",250173538004,{},{},,133.84324448514542,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,6.0,"{""<5"":0,""5-10"":6,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}"
252-222@62j-sk3-45f,186.0,109.0,"[22, 14, 19, 25, 57, 35, 14]","[7,9,9,9,9,9,9,9,10,23,18,18,27,32,31,33,34,33,47,37,21,22,14,9]",250173536005,"{""250173536005"":8,""250173540002"":5,""250250102032"":4,""250173541004"":4,""361190101002"":4,""250173837003"":4,""250056501011"":4,""421010134021"":4,""250173824003"":4,""250173549003"":4,""361190053003"":4,""481130193022"":4,""421010088023"":4,""484530019122"":4,""131210114272"":4,""250173401005"":4,""250250008021"":4,""250173213005"":4,""250173398022"":4,""483396905002"":4,""250173529002"":4,""250173362001"":4,""340030302006"":4,""420410102042"":4,""250173504001"":4,""311090024003"":4,""440090504012"":4,""250173512031"":4}","{""250173536005"":11,""250173540002"":6,""050450309001"":6,""350010047291"":5,""131210114272"":4,""311090024003"":4,""250173546001"":4,""121030268171"":4,""420410102042"":4,""250173541001"":4,""250214044001"":4,""250173335013"":4,""080370005032"":4,""250056511002"":4,""250056501011"":4,""250173512031"":4,""250250104042"":4,""171130021021"":4,""440030209032"":4,""250173561002"":4,""250173541004"":4,""250173547002"":4,""361190101002"":4}",18433.0,4149.1405790395065,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,50.0,"{""<5"":2,""5-10"":20,""11-20"":16,""21-60"":71,""61-120"":44,""121-240"":13,"">240"":20}"
22g-222@62j-sjz-2hq,98.0,40.0,"[15, 12, 10, 17, 14, 18, 12]","[14,22,22,22,22,23,22,24,22,24,25,22,22,30,24,22,20,14,8,3,6,6,9,12]",250173507005,"{""250056102033"":4,""250173312002"":4,""250173172022"":4,""250251705011"":4,""250173507005"":4}","{""250173312002"":5,""250173507006"":4,""250173507005"":4,""250250008031"":4,""250173511002"":4,""250092083003"":4,""250173507004"":4,""250173583001"":4,""250250104042"":4,""250251705011"":4,""250173396003"":4,""250173524002"":4,""250173173021"":4,""250173382001"":4}",9010.0,2186.106326590708,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,88.5,"{""<5"":1,""5-10"":26,""11-20"":7,""21-60"":10,""61-120"":9,""121-240"":12,"">240"":33}"
23d-222@62j-sk3-f75,12.0,9.0,"[3, 0, 2, 2, 4, 1, 0]","[0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,3,3,1,1,0,0,0,0]",250173512042,"{""250173512043"":4,""250214004002"":4,""330151002004"":4,""250173513003"":4}","{""250214004002"":4,""250173512043"":4}",3040.0,267.68648897029084,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,10.0,"{""<5"":2,""5-10"":6,""11-20"":2,""21-60"":1,""61-120"":1,""121-240"":0,"">240"":0}"
227-222@62j-sj3-8d9,2.0,1.0,"[1, 0, 0, 0, 1, 0, 0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0]",250173515002,{},{},,44.61441482838182,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,80.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":1,""61-120"":1,""121-240"":0,"">240"":0}"
22g-222@62j-sjv-nnq,12.0,12.0,"[1, 0, 2, 3, 2, 2, 2]","[3,3,1,1,1,1,1,1,0,1,1,3,4,3,2,0,0,0,0,0,1,3,4,4]",250173542002,"{""250250106002"":4,""330151002004"":4,""250214051002"":4,""482015416011"":4}","{""250173528002"":4}",5674.0,267.68648897029084,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,59.0,"{""<5"":0,""5-10"":4,""11-20"":1,""21-60"":1,""61-120"":2,""121-240"":2,"">240"":2}"
22c-222@62j-sjv-hqz,62.0,36.0,"[5, 7, 6, 9, 16, 10, 9]","[20,16,15,14,14,14,13,17,15,18,15,12,9,7,10,5,5,7,5,8,13,13,15,18]",250173539001,"{""250173535002"":5,""250173523001"":4,""250173537003"":4,""250173540002"":4,""480291817151"":4,""250173333002"":4}","{""250173537003"":5,""250173535002"":4,""250173539003"":4,""250173538002"":4,""250173524002"":4}",1696.0,1383.0468596798362,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,77.5,"{""<5"":2,""5-10"":8,""11-20"":7,""21-60"":11,""61-120"":7,""121-240"":5,"">240"":22}"
zzw-222@62j-sj3-3qz,242.0,75.0,"[33, 39, 57, 53, 47, 7, 6]","[1,2,0,0,5,40,54,78,102,131,132,131,118,103,87,71,46,28,11,4,11,14,12,2]",250173524001,"{""250173524002"":4,""250173131013"":4,""250056504001"":4,""250235041023"":4,""250173504004"":4,""330130385001"":4,""250214171005"":4,""250173385002"":4,""483396923001"":4,""250173528002"":4,""482014516022"":4,""330151041022"":4,""250056461014"":4,""120570139211"":4,""250173538002"":4,""240037309011"":4,""250173737003"":4}","{""250173524002"":9,""250173163005"":6,""250173585003"":4,""120570073001"":4,""250173372012"":4,""250214131002"":4,""250251707022"":4,""250250701014"":4,""250277471011"":4,""250173222001"":4,""240037309011"":4,""330150036021"":4,""250173131013"":4,""250173583001"":4}",25027.0,5398.344194234198,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,165.5,"{""<5"":0,""5-10"":26,""11-20"":18,""21-60"":27,""61-120"":30,""121-240"":41,"">240"":100}"
222-222@62j-sjt-6zf,7.0,4.0,"[3, 2, 0, 0, 1, 1, 0]","[5,5,5,5,5,5,5,5,3,3,4,4,3,3,3,3,3,3,3,3,3,3,5,5]",250173549003,"{""250173549003"":4}","{""250173549003"":4}",,156.15045189933633,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,673.0,"{""<5"":1,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":5}"
248-222@62j-sk2-y35,113.0,56.0,"[13, 16, 16, 18, 13, 17, 20]","[20,14,10,7,7,8,7,13,14,10,16,9,9,6,8,12,17,15,10,7,7,13,17,14]",250173509002,"{""250092526014"":4,""250173548002"":4,""250173565003"":4,""250173536005"":4,""250173545002"":4,""230139702001"":4,""250173509002"":4,""250173510004"":4,""250173506002"":4}","{""250173536005"":4,""250173565003"":4,""250173509001"":4,""250173548002"":4,""250092032005"":4,""250214044001"":4,""250250007013"":4,""271090015013"":4,""250250509011"":4,""250173171014"":4,""250173525002"":4,""250173509002"":4}",4421.0,2520.7144378035723,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,21.0,"{""<5"":5,""5-10"":32,""11-20"":16,""21-60"":28,""61-120"":9,""121-240"":15,"">240"":8}"
zzz-222@62j-sj2-qvf,187.0,91.0,"[22, 27, 35, 19, 29, 19, 36]","[6,7,7,7,8,6,9,12,13,15,19,39,50,50,44,32,30,14,14,12,9,18,19,13]",250173533002,"{""250250917001"":5,""250235109003"":4,""250251304042"":4,""250056002042"":4,""250173533001"":4,""250173216001"":4,""250214103002"":4,""250173547001"":4,""250059855001"":4,""250173532001"":4,""250173501042"":4,""250173524002"":4,""250173331003"":4}","{""250173533001"":5,""250173585001"":4,""295101163011"":4,""250173532001"":4,""361190022042"":4,""250092105003"":4,""250173501042"":4,""250250203012"":4,""250173424001"":4,""250173549002"":4,""250173537004"":4,""250092055002"":4,""250173547001"":4,""250173162012"":4,""250173837002"":4,""250214008002"":4,""250092611022"":4,""250173526002"":4,""250214021022"":4,""250173534001"":4,""250251202011"":4}",7273.0,4171.447786453698,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,41.0,"{""<5"":8,""5-10"":40,""11-20"":20,""21-60"":43,""61-120"":34,""121-240"":26,"">240"":16}"
22m-222@62j-sjs-6kz,50.0,23.0,"[7, 12, 13, 7, 5, 2, 4]","[1,1,1,1,1,1,1,4,5,17,19,16,17,16,10,9,5,2,5,2,0,1,0,2]",250173542001,"{""250277031003"":4,""250173331003"":4,""450450011012"":4,""250214031001"":4,""250214563023"":4}","{""250251804002"":4,""250173331003"":4,""450450011012"":4}",12430.0,1115.3603707095454,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,69.5,"{""<5"":1,""5-10"":4,""11-20"":7,""21-60"":12,""61-120"":11,""121-240"":7,"">240"":8}"
227-222@62j-sk3-grk,5.0,5.0,"[1, 0, 0, 0, 3, 1, 0]","[0,0,0,0,0,0,0,1,1,1,1,1,2,3,2,2,2,1,1,0,0,0,0,0]",250173511003,{},"{""250251602002"":4,""250173514033"":4}",10045.0,111.53603707095449,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,30.0,"{""<5"":0,""5-10"":2,""11-20"":0,""21-60"":1,""61-120"":1,""121-240"":0,"">240"":1}"
233-222@62j-sjz-mrk,25.0,20.0,"[2, 5, 1, 4, 5, 5, 3]","[0,0,0,0,0,0,0,0,5,5,4,4,5,1,2,6,7,5,6,3,1,0,1,0]",250173507005,"{""250173418003"":4,""250251707022"":4,""250173401004"":4,""250173392003"":4,""250173372022"":4}","{""250092113001"":4,""250173537002"":4,""250173525002"":4,""250173550002"":4,""250173392004"":4,""250173398022"":4}",8069.0,557.6801853547727,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,35.0,"{""<5"":2,""5-10"":5,""11-20"":2,""21-60"":6,""61-120"":3,""121-240"":6,"">240"":1}"
zzw-222@62j-sjv-c5z,692.0,90.0,"[97, 19, 55, 37, 80, 2, 2]","[1,1,1,1,1,1,1,31,282,346,320,299,287,318,242,110,21,4,4,2,0,2,1,1]",250173537002,"{""250173543003"":6,""250173524002"":5,""250173528002"":5,""250173573002"":4,""250250924001"":4,""250173521022"":4,""250092603012"":4,""250173549003"":4,""250173550003"":4,""250173546001"":4,""250173546003"":4,""360594113013"":4,""250173549002"":4,""250173530004"":4,""250173501041"":4,""250173851001"":4,""250173532003"":4}","{""250250008031"":4,""250173531012"":4,""250173528002"":4,""250173546003"":4,""482012504011"":4,""250173549002"":4,""250173538003"":4,""250173521022"":4,""250173704006"":4,""250173536004"":4,""250173533001"":4,""250173543001"":4,""250173549003"":4,""250173523002"":4,""250173524002"":4,""250173530004"":4,""250173546001"":4,""250173537002"":4,""250173540003"":4}",2846.0,15436.587530620105,2021-10-01T00:00:00-04:00,2021-11-01T00:00:00-04:00,97.5,"{""<5"":2,""5-10"":16,""11-20"":42,""21-60"":135,""61-120"":197,""121-240"":176,"">240"":124}"
